,loss,accuracy,val_loss,val_accuracy,lr
0,2.60823655128479,0.14353908598423004,2.2038915157318115,0.25561726093292236,0.019999999552965164
1,2.1675705909729004,0.2577531039714813,1.9859563112258911,0.32545921206474304,0.019999999552965164
2,2.001929521560669,0.3096005916595459,1.838004231452942,0.37945321202278137,0.019999999552965164
3,1.897934913635254,0.34171295166015625,1.8041077852249146,0.3953011631965637,0.019999999552965164
4,1.8243565559387207,0.3630606532096863,1.7804139852523804,0.40619394183158875,0.019999999552965164
5,1.743984580039978,0.3809483051300049,1.7275986671447754,0.41909441351890564,0.019999999552965164
6,1.6833621263504028,0.39910295605659485,1.7564204931259155,0.41315677762031555,0.019999999552965164
7,1.6184808015823364,0.4149722456932068,1.7006539106369019,0.43695002794265747,0.019999999552965164
8,1.543738603591919,0.4329987168312073,1.7083262205123901,0.44822725653648376,0.019999999552965164
9,1.4890538454055786,0.4508543312549591,1.7340422868728638,0.4370354413986206,0.019999999552965164
10,1.4172277450561523,0.46473729610443115,1.7257461547851562,0.4501922130584717,0.019999999552965164
11,1.3638479709625244,0.47835326194763184,1.7432790994644165,0.45937633514404297,0.019999999552965164
12,1.2927073240280151,0.49761852622032166,1.78142249584198,0.4534386992454529,0.019999999552965164
13,1.2310165166854858,0.5158265829086304,1.8546522855758667,0.45497649908065796,0.019999999552965164
14,1.1793352365493774,0.5276484489440918,1.839972734451294,0.45963263511657715,0.019999999552965164
15,1.1169894933700562,0.5415741205215454,1.8540397882461548,0.46159762144088745,0.019999999552965164
16,1.0667088031768799,0.5557026863098145,1.8914635181427002,0.4611704349517822,0.019999999552965164
17,1.0129987001419067,0.569500207901001,1.9518046379089355,0.45360955595970154,0.019999999552965164
